"","Year","Illnesses","Hospitalizations","Fatalities","status","location","food","species","month","state","ingredient","serotype.Genotype"
"10036",2006,2,NA,NA,0,1,574,107,1,3,6,9
"10037",2006,4,0,0,1,1,1124,7,1,3,6,9
"10038",2006,2,NA,NA,1,1,559,7,1,3,6,9
"10039",2006,17,0,0,1,1,NA,19,1,32,6,9
"10040",2006,2,0,0,0,1,NA,7,1,32,6,9
"10041",2006,2,0,0,0,1,350,8,1,32,30,9
"10042",2006,4,0,0,1,1,NA,7,1,6,6,9
"10043",2006,18,0,0,1,NA,804,29,1,6,6,9
"10044",2006,5,0,0,1,1,1946,7,1,6,6,9
"10045",2006,15,0,0,1,1,NA,7,1,6,6,9
"10046",2006,27,NA,NA,1,7,367,7,1,6,6,9
"10047",2006,418,2,0,1,1,NA,7,1,6,6,9
"10048",2006,2,0,0,1,1,NA,7,1,34,6,9
"10049",2006,3,0,0,1,1,574,7,1,8,6,9
"10050",2006,2,0,0,1,1,NA,7,1,8,6,9
"10051",2006,3,0,0,1,NA,NA,7,1,8,6,9
"10052",2006,121,NA,NA,1,7,NA,20,1,9,6,9
"10053",2006,495,8,0,1,1,NA,7,1,10,6,51
"10054",2006,38,0,0,1,NA,321,7,1,10,6,9
"10055",2006,62,4,0,1,1,215,7,1,10,6,9
"10056",2006,43,0,0,1,1,1296,7,1,10,6,9
"10057",2006,12,0,0,1,3,138,7,1,11,6,9
"10058",2006,18,0,0,1,3,228,7,1,11,6,9
"10059",2006,76,0,0,0,14,270,6,1,11,6,9
"10060",2006,11,0,0,0,1,224,7,1,11,6,9
"10061",2006,16,0,0,0,20,47,7,1,11,6,9
"10062",2006,24,0,0,1,1,NA,7,1,11,6,9
"10063",2006,5,0,0,1,1,1947,7,1,11,6,9
"10064",2006,19,0,0,1,54,1948,7,1,11,6,9
"10065",2006,21,0,0,1,5,574,7,1,13,42,9
"10066",2006,7,0,0,1,1,NA,7,1,13,6,9
"10067",2006,15,1,0,1,1,NA,7,1,13,6,9
"10068",2006,3,0,0,1,1,NA,7,1,13,6,9
"10069",2006,16,0,0,1,1,300,7,1,13,6,9
"10070",2006,16,3,0,1,1,NA,7,1,13,6,9
"10071",2006,2,2,0,1,9,29,24,1,13,94,15
"10072",2006,42,NA,NA,1,1,263,20,1,14,6,9
"10073",2006,9,0,0,1,1,1099,3,1,14,6,2
"10074",2006,20,0,0,1,1,NA,20,1,14,6,9
"10075",2006,20,0,0,1,6,NA,20,1,14,6,9
"10076",2006,44,0,0,1,54,NA,7,1,46,6,9
"10077",2006,4,NA,NA,1,1,NA,7,1,15,6,9
"10078",2006,2,NA,NA,1,1,NA,7,1,15,6,9
"10079",2006,3,1,0,1,NA,804,10,1,15,6,9
"10080",2006,2,0,0,1,3,212,2,1,15,6,9
"10081",2006,113,23,0,1,1,1949,3,1,15,17,2
"10082",2006,16,0,0,1,1,173,7,1,16,6,9
"10083",2006,35,7,0,1,1,215,15,1,16,131,9
"10084",2006,8,0,0,0,1,191,20,1,16,6,9
"10085",2006,4,3,0,1,1,NA,3,1,17,6,2
"10086",2006,16,4,0,1,83,1950,3,1,17,6,61
"10087",2006,2,1,0,1,20,NA,37,1,17,6,9
"10088",2006,6,0,0,1,20,NA,3,1,17,6,32
"10089",2006,9,1,0,1,16,NA,3,1,30,6,44
"10090",2006,8,0,0,1,1,NA,7,1,30,6,9
"10091",2006,11,0,0,1,1,NA,7,1,30,6,9
"10092",2006,24,NA,NA,1,3,NA,20,1,19,6,9
"10093",2006,5,0,NA,1,1,NA,7,1,20,6,9
"10094",2006,32,0,0,0,3,63,6,1,20,7,9
"10095",2006,12,0,0,1,14,1951,7,1,21,6,9
"10096",2006,14,0,0,1,19,263,7,1,21,6,9
"10097",2006,249,0,0,1,14,1952,6,2,43,6,9
"10098",2006,161,7,0,1,1,1953,3,2,28,4,4
"10099",2006,6,NA,NA,0,1,NA,22,2,1,6,9
"10100",2006,15,0,0,1,1,NA,7,2,1,6,9
"10101",2006,11,0,0,1,1,293,7,2,1,6,9
"10102",2006,3,NA,NA,1,1,NA,7,2,1,6,9
"10103",2006,16,0,0,0,5,37,20,2,1,6,9
"10104",2006,18,0,0,1,1,1954,7,2,1,6,9
"10105",2006,28,0,0,1,19,1955,45,2,1,6,9
"10106",2006,6,0,0,0,1,NA,7,2,1,6,9
"10107",2006,6,0,0,1,1,NA,20,2,1,6,9
"10108",2006,5,0,0,0,1,6,20,2,1,6,9
"10109",2006,5,0,0,1,4,NA,7,2,1,6,9
"10110",2006,10,NA,NA,0,NA,NA,7,2,1,6,9
"10111",2006,49,0,0,1,1,6,20,2,1,6,9
"10112",2006,38,0,0,1,3,1053,8,2,1,6,9
"10113",2006,38,0,0,0,84,37,20,2,1,6,9
"10114",2006,5,0,0,1,1,NA,7,2,1,6,9
"10115",2006,19,0,0,0,1,NA,19,2,22,6,9
"10116",2006,3,NA,NA,1,1,16,7,2,3,6,9
"10117",2006,2,NA,NA,1,1,1685,7,2,3,6,9
"10118",2006,2,NA,NA,0,1,197,107,2,3,6,9
"10119",2006,2,NA,NA,1,1,209,7,2,3,6,9
"10120",2006,44,0,0,0,3,NA,19,2,3,6,9
"10121",2006,2,NA,NA,1,1,613,7,2,3,6,9
"10122",2006,2,NA,NA,1,1,81,7,2,3,6,9
"10123",2006,2,NA,NA,1,1,462,7,2,3,6,9
"10124",2006,5,0,0,1,1,147,7,2,3,6,9
"10125",2006,9,0,0,0,1,NA,19,2,3,6,9
"10126",2006,17,0,0,1,1,1956,19,2,32,6,9
"10127",2006,33,0,0,1,1,NA,7,2,44,6,9
"10128",2006,6,0,0,1,1,150,7,2,44,6,9
"10129",2006,7,0,0,1,1,NA,7,2,6,6,9
"10130",2006,4,0,0,1,54,NA,7,2,6,6,9
"10131",2006,7,0,0,0,1,NA,7,2,6,6,9
"10132",2006,28,0,0,1,54,1957,7,2,6,6,9
"10133",2006,10,0,0,1,1,NA,7,2,34,6,9
"10134",2006,4,0,0,0,1,NA,6,2,34,6,9
"10135",2006,4,0,0,1,1,559,7,2,34,6,9
"10136",2006,6,0,0,1,NA,NA,7,2,8,6,9
"10137",2006,4,0,0,1,3,NA,7,2,8,6,9
"10138",2006,20,0,0,1,NA,NA,7,2,9,6,9
"10139",2006,5,0,0,1,1,NA,7,2,10,6,9
"10140",2006,100,0,0,1,7,602,7,2,10,6,9
"10141",2006,4,0,0,1,1,1958,7,2,10,6,9
"10142",2006,6,0,0,1,1,215,7,2,11,6,9
"10143",2006,22,1,0,1,1,138,7,2,11,132,9
"10144",2006,81,0,0,1,54,NA,7,2,11,6,9
"10145",2006,4,0,0,0,1,NA,7,2,11,6,9
"10146",2006,2,1,0,1,1,147,2,2,11,6,9
"10147",2006,8,0,0,1,85,NA,7,2,11,6,9
"10148",2006,6,0,0,1,1,NA,7,2,11,6,9
"10149",2006,140,0,0,1,3,1959,7,2,40,133,9
"10150",2006,5,NA,NA,1,1,NA,7,2,41,6,9
"10151",2006,164,0,0,1,NA,NA,20,2,29,6,9
"10152",2006,4,0,0,1,1,NA,7,2,13,6,9
"10153",2006,8,0,0,0,NA,1960,6,2,13,75,9
"10154",2006,7,1,0,1,1,17,7,2,13,6,9
"10155",2006,2,0,0,1,NA,804,10,2,13,11,9
"10156",2006,15,0,0,1,54,NA,7,2,13,6,9
"10157",2006,9,2,0,1,1,452,3,2,14,6,2
"10158",2006,2,NA,NA,1,1,NA,7,2,15,6,9
"10159",2006,2,0,0,0,1,NA,7,2,15,6,9
"10160",2006,4,NA,NA,1,1,NA,7,2,15,6,9
"10161",2006,24,1,0,1,1,283,7,2,15,6,9
"10162",2006,2,1,1,1,NA,NA,38,2,16,6,9
"10163",2006,6,0,0,1,69,117,20,2,16,8,9
"10164",2006,4,0,0,1,1,1961,3,2,16,31,17
"10165",2006,4,0,0,0,20,NA,20,2,17,6,9
"10166",2006,8,0,0,1,1,42,7,2,30,6,9
"10167",2006,6,0,0,1,1,NA,19,2,30,6,9
"10168",2006,3,NA,NA,1,1,NA,3,2,31,6,4
"10169",2006,12,0,0,1,1,NA,20,2,19,6,9
"10170",2006,40,1,0,1,14,23,3,2,19,6,4
"10171",2006,6,0,0,0,1,NA,7,2,20,6,9
"10172",2006,3,1,0,1,1,10,7,2,20,6,9
"10173",2006,9,0,0,1,NA,1430,19,2,21,6,9
"10174",2006,741,NA,NA,0,14,406,6,3,27,6,9
"10175",2006,26,0,0,0,5,1962,19,3,43,6,9
"10176",2006,6,0,0,0,1,1889,22,3,1,6,9
"10177",2006,16,0,0,0,1,37,7,3,1,6,9
"10178",2006,23,0,0,1,8,37,7,3,1,6,9
"10179",2006,3,NA,NA,0,1,1963,7,3,1,6,9
"10180",2006,3,1,0,1,1,68,3,3,1,134,11
"10181",2006,2,0,0,1,1,NA,3,3,1,6,6
"10182",2006,6,NA,NA,0,NA,NA,20,3,1,6,9
"10183",2006,18,0,0,1,54,258,7,3,1,6,9
"10184",2006,2,NA,NA,0,NA,NA,22,3,1,6,9
"10185",2006,30,0,0,0,10,NA,20,3,1,6,9
"10186",2006,45,1,0,0,10,NA,20,3,1,6,9
"10187",2006,4,0,0,1,1,1964,3,3,1,6,22
"10188",2006,5,3,0,1,3,1915,32,3,1,6,9
"10189",2006,10,NA,NA,1,1,NA,7,3,1,6,9
"10190",2006,12,NA,NA,1,54,NA,7,3,1,6,9
"10191",2006,5,0,0,1,1,NA,7,3,1,6,9
"10192",2006,3,0,0,0,20,NA,10,3,1,6,9
"10193",2006,6,0,0,0,1,NA,7,3,1,6,9
"10194",2006,7,0,0,0,5,NA,7,3,1,6,9
"10195",2006,4,4,0,1,NA,1965,3,3,1,6,113
"10196",2006,44,0,0,0,1,NA,7,3,2,6,9
"10197",2006,18,1,0,1,1,NA,7,3,2,6,9
"10198",2006,7,0,0,0,1,NA,7,3,2,6,9
"10199",2006,20,0,0,1,15,NA,3,3,2,6,4
"10200",2006,8,3,0,1,3,1966,12,3,3,6,9
"10201",2006,4,NA,NA,1,1,1074,7,3,3,6,9
"10202",2006,2,NA,NA,0,1,428,7,3,3,6,9
"10203",2006,3,NA,NA,0,1,364,6,3,3,6,9
"10204",2006,2,NA,NA,0,1,742,7,3,3,6,9
"10205",2006,8,0,0,1,1,NA,19,3,3,6,9
"10206",2006,4,0,0,1,1,NA,7,3,3,6,9
"10207",2006,15,0,0,0,3,1967,108,3,32,36,9
"10208",2006,4,0,0,0,1,1968,6,3,32,6,9
"10209",2006,33,0,0,0,5,916,6,3,5,6,9
"10210",2006,16,0,0,1,5,1969,7,3,6,6,9
"10211",2006,17,0,0,1,5,NA,7,3,6,6,9
"10212",2006,3,0,0,1,1,NA,7,3,6,6,9
"10213",2006,6,0,0,1,1,NA,7,3,6,6,9
"10214",2006,13,1,0,0,1,1035,7,3,6,6,9
"10215",2006,8,0,0,1,1,733,6,3,6,6,9
"10216",2006,4,0,0,1,1,NA,7,3,6,6,9
"10217",2006,3,0,0,1,1,NA,7,3,6,6,9
"10218",2006,96,36,0,1,20,1970,27,3,6,6,114
"10219",2006,9,0,0,0,4,NA,20,3,34,6,9
"10220",2006,13,0,0,1,7,235,7,3,34,6,9
"10221",2006,5,0,0,1,1,1107,7,3,8,13,9
"10222",2006,7,0,0,1,1,6,7,3,10,6,9
"10223",2006,14,1,0,1,3,NA,7,3,11,6,9
"10224",2006,7,0,0,1,1,NA,7,3,11,6,9
"10225",2006,25,12,0,1,4,168,3,3,23,6,11
"10226",2006,6,NA,NA,1,NA,NA,7,3,41,6,9
"10227",2006,9,0,0,1,5,NA,7,3,41,6,9
"10228",2006,249,23,NA,1,1,NA,19,3,41,6,9
"10229",2006,3,0,0,1,NA,NA,3,3,25,6,56
"10230",2006,4,0,0,1,1,1971,3,3,26,6,2
"10231",2006,31,NA,NA,1,NA,NA,7,3,26,6,9
"10232",2006,3,0,0,1,1,1507,7,3,13,6,9
"10233",2006,18,0,0,1,1,64,7,3,13,4,9
"10234",2006,45,1,0,1,1,1972,7,3,13,21,9
"10235",2006,6,4,0,1,9,29,24,3,13,94,15
"10236",2006,10,0,0,1,5,321,7,3,14,14,9
"10237",2006,13,NA,NA,1,20,NA,10,3,14,6,9
"10238",2006,17,0,0,1,10,NA,20,3,14,6,9
"10239",2006,5,NA,NA,1,NA,NA,3,3,14,6,91
"10240",2006,8,0,0,1,3,899,7,3,15,6,9
"10241",2006,3,NA,NA,0,3,1973,28,3,15,6,9
"10242",2006,2,0,0,1,1,NA,7,3,15,6,9
"10243",2006,2,0,0,1,1,NA,7,3,15,6,9
"10244",2006,2,0,0,1,1,65,7,3,15,6,9
"10245",2006,2,0,0,1,1,117,20,3,16,6,9
"10246",2006,3,0,0,1,20,NA,20,3,17,6,9
"10247",2006,2,0,0,1,20,NA,29,3,17,6,9
"10248",2006,3,0,0,1,1,NA,7,3,30,6,9
"10249",2006,80,0,0,1,1,NA,19,3,30,6,9
"10250",2006,25,0,0,1,11,NA,19,3,30,6,9
"10251",2006,17,0,0,1,78,978,7,3,30,6,9
"10252",2006,6,0,0,1,1,1974,58,3,19,6,9
"10253",2006,7,0,0,1,1,NA,7,3,20,6,9
"10254",2006,6,NA,NA,0,1,151,20,3,20,6,9
"10255",2006,23,0,0,1,54,NA,7,3,49,6,9
"10256",2006,7,0,0,1,1,NA,19,3,21,6,9
"10257",2006,12,1,0,1,5,NA,19,4,43,6,48
"10258",2006,4,NA,NA,0,NA,NA,19,4,43,6,9
"10259",2006,9,0,0,1,1,NA,45,4,1,6,9
"10260",2006,3,0,0,1,1,142,7,4,1,6,9
"10261",2006,4,0,0,0,1,NA,22,4,1,6,9
"10262",2006,9,0,0,0,1,1975,7,4,1,6,9
"10263",2006,2,2,0,1,1,1208,2,4,1,6,9
"10264",2006,5,0,0,1,1,65,50,4,1,6,9
"10265",2006,3,0,0,0,1,NA,28,4,1,6,9
"10266",2006,8,0,0,0,7,NA,22,4,1,6,9
"10267",2006,18,0,0,1,6,37,19,4,1,6,9
"10268",2006,56,0,0,1,6,37,19,4,1,6,9
"10269",2006,5,0,0,0,1,1164,20,4,1,6,9
"10270",2006,9,0,0,0,40,409,20,4,1,6,9
"10271",2006,5,0,0,1,1,NA,45,4,1,6,9
"10272",2006,22,0,0,1,54,NA,20,4,1,6,9
"10273",2006,11,0,0,0,1,NA,20,4,1,6,9
"10274",2006,5,0,0,0,1,NA,7,4,1,6,9
"10275",2006,21,NA,NA,1,NA,546,19,4,1,6,9
"10276",2006,11,0,0,1,8,1641,45,4,1,6,9
"10277",2006,108,NA,0,0,NA,1976,20,4,1,135,9
"10278",2006,16,0,0,1,1,NA,45,4,1,6,9
"10279",2006,22,5,0,1,1,1977,3,4,1,6,11
"10280",2006,14,0,0,0,86,356,22,4,1,6,9
"10281",2006,8,2,0,1,NA,82,14,4,1,6,9
"10282",2006,198,0,0,1,14,1401,7,4,2,59,9
"10283",2006,1200,1,0,1,NA,NA,7,4,2,6,9
"10284",2006,5,0,0,1,5,28,2,4,2,6,9
"10285",2006,6,0,0,1,5,NA,7,4,2,6,9
"10286",2006,20,0,0,1,5,215,7,4,2,6,9
"10287",2006,3,0,0,1,1,NA,19,4,22,6,9
"10288",2006,8,0,0,1,1,15,19,4,22,6,9
"10289",2006,2,NA,NA,0,1,742,9,4,3,6,9
"10290",2006,2,NA,NA,1,1,28,2,4,3,6,9
"10291",2006,5,NA,NA,0,1,336,7,4,3,6,9
"10292",2006,3,NA,NA,0,1,167,7,4,3,6,9
"10293",2006,228,NA,NA,1,7,NA,19,4,3,6,9
"10294",2006,15,NA,NA,1,3,NA,7,4,3,6,9
"10295",2006,3,0,0,1,3,1978,7,4,3,6,9
"10296",2006,4,0,0,1,1,NA,7,4,3,6,9
"10297",2006,9,0,0,1,1,24,7,4,3,10,9
"10298",2006,2,0,0,1,1,1227,109,4,3,6,9
"10299",2006,17,2,0,1,26,NA,7,4,3,6,9
"10300",2006,10,0,0,0,3,NA,6,4,3,6,9
"10301",2006,15,NA,NA,1,1,NA,7,4,3,6,9
"10302",2006,3,1,0,1,1,1979,7,4,32,6,9
"10303",2006,4,0,0,0,1,1980,8,4,32,6,9
"10304",2006,50,0,0,0,16,NA,7,4,32,6,9
"10305",2006,4,0,0,1,3,28,2,4,5,6,9
"10306",2006,2,0,0,1,1,28,2,4,5,6,9
"10307",2006,11,0,0,1,1,1981,7,4,44,6,9
"10308",2006,21,0,0,1,54,54,20,4,44,6,9
"10309",2006,11,0,0,1,1,NA,7,4,6,6,9
"10310",2006,39,0,0,1,62,NA,7,4,6,6,9
"10311",2006,5,0,0,1,1,NA,7,4,6,6,9
"10312",2006,20,0,0,0,26,NA,7,4,6,6,9
"10313",2006,8,0,0,1,1,NA,7,4,6,6,9
"10314",2006,23,0,0,0,1,82,7,4,6,6,9
"10315",2006,14,0,0,1,1,NA,7,4,6,6,9
"10316",2006,13,6,0,1,1,567,3,4,34,6,11
"10317",2006,8,0,0,1,1,NA,20,4,34,6,9
"10318",2006,16,0,0,1,54,NA,7,4,8,6,9
"10319",2006,4,2,0,1,3,NA,3,4,8,6,2
"10320",2006,24,0,0,1,54,NA,7,4,9,6,9
"10321",2006,7,1,0,1,1,NA,7,4,9,6,9
"10322",2006,108,5,0,1,1,1982,19,4,10,6,9
"10323",2006,70,0,0,1,1,794,19,4,10,6,9
"10324",2006,28,0,0,1,5,NA,19,4,10,6,9
"10325",2006,5,0,0,0,1,267,6,4,11,6,9
"10326",2006,9,1,0,1,1,409,7,4,11,6,9
"10327",2006,9,0,0,1,1,1322,7,4,11,6,9
"10328",2006,11,0,0,0,1,283,7,4,11,6,9
"10329",2006,3,2,0,1,3,1890,3,4,11,4,4
"10330",2006,25,0,0,0,87,NA,20,4,25,6,9
"10331",2006,160,0,0,0,54,NA,7,4,26,6,9
"10332",2006,11,NA,NA,1,NA,NA,7,4,26,6,9
"10333",2006,2,0,0,1,1,1702,2,4,13,6,9
"10334",2006,12,0,0,1,1,NA,7,4,13,6,9
"10335",2006,15,0,0,1,1,NA,7,4,13,6,9
"10336",2006,14,0,0,1,1,1261,7,4,13,3,9
"10337",2006,27,0,0,1,1,92,7,4,46,6,9
"10338",2006,10,2,0,0,1,NA,20,4,46,6,9
"10339",2006,7,1,0,1,3,NA,7,4,15,6,9
"10340",2006,6,NA,NA,1,3,1894,3,4,15,6,4
"10341",2006,8,0,0,1,1,42,7,4,15,6,9
"10342",2006,12,NA,NA,1,1,42,7,4,15,6,9
"10343",2006,9,NA,0,1,9,1883,7,4,15,6,9
"10344",2006,5,0,0,1,1,NA,7,4,15,6,9
"10345",2006,2,NA,NA,1,1,1883,7,4,15,6,9
"10346",2006,5,0,0,1,1,516,7,4,15,6,9
"10347",2006,2,0,0,0,1,NA,7,4,15,6,9
"10348",2006,2,0,0,1,7,NA,7,4,15,6,9
"10349",2006,15,1,0,1,1,NA,7,4,15,6,9
"10350",2006,33,0,0,1,88,NA,7,4,15,6,9
"10351",2006,3,NA,0,1,1,1090,7,4,15,6,9
"10352",2006,7,5,0,1,3,1501,24,4,15,6,15
"10353",2006,7,0,0,1,5,406,3,4,16,4,99
"10354",2006,15,0,0,0,1,NA,20,4,16,6,9
"10355",2006,7,1,0,1,1,NA,14,4,16,6,9
"10356",2006,7,0,0,1,1,147,2,4,17,6,9
"10357",2006,6,0,0,1,1,NA,7,4,17,6,9
"10358",2006,2,2,0,1,3,NA,3,4,17,6,2
"10359",2006,36,0,0,1,36,1983,7,4,17,6,9
"10360",2006,2,2,0,1,20,NA,3,4,17,6,4
"10361",2006,99,0,0,1,54,1982,20,4,51,20,9
"10362",2006,16,0,0,1,NA,NA,19,4,30,6,9
"10363",2006,70,1,0,1,5,120,19,4,30,6,9
"10364",2006,27,0,0,1,5,NA,19,4,30,6,9
"10365",2006,3,1,0,1,1,NA,7,4,18,6,9
"10366",2006,75,0,0,1,54,NA,20,4,19,6,9
"10367",2006,36,0,0,1,3,1984,8,4,19,7,9
"10368",2006,76,NA,NA,0,4,1985,20,4,20,6,9
"10369",2006,43,NA,NA,0,54,1340,7,4,20,6,9
"10370",2006,25,2,0,1,5,NA,19,4,21,6,9
"10371",2006,29,0,0,1,NA,NA,19,4,21,6,9
"10372",2006,23,3,0,1,1,NA,19,4,21,6,9
"10373",2006,19,2,0,1,1,NA,19,4,21,6,9
"10374",2006,21,0,0,1,1,NA,19,4,21,6,9
"10375",2006,25,2,0,1,NA,NA,19,4,21,6,9
"10376",2006,20,0,0,1,1,547,19,4,21,6,9
"10377",2006,9,0,0,1,1,138,19,4,21,6,9
"10378",2006,14,0,0,1,1,NA,7,5,43,6,9
"10379",2006,9,2,0,1,1,NA,13,5,43,6,3
"10380",2006,4,0,0,0,1,423,20,5,1,6,9
"10381",2006,14,1,0,1,54,NA,7,5,1,6,9
"10382",2006,9,0,0,0,1,NA,7,5,1,6,9
"10383",2006,19,1,0,1,1,NA,7,5,1,6,9
"10384",2006,24,NA,NA,1,3,37,3,5,1,6,23
"10385",2006,11,0,0,0,16,NA,10,5,1,6,9
"10386",2006,22,0,0,1,3,8,8,5,1,6,9
"10387",2006,27,0,0,1,1,283,20,5,1,6,9
"10388",2006,11,NA,NA,1,1,NA,7,5,1,6,9
"10389",2006,7,NA,NA,0,1,NA,20,5,1,6,9
"10390",2006,6,0,0,0,1,NA,22,5,1,6,9
"10391",2006,6,NA,NA,0,1,NA,7,5,1,6,9
"10392",2006,14,1,0,1,1,NA,7,5,1,6,9
"10393",2006,2,0,0,1,1,345,7,5,1,6,9
"10394",2006,3,0,0,0,1,12,22,5,1,6,9
"10395",2006,15,0,0,1,20,1986,45,5,1,136,9
"10396",2006,4,0,0,1,1,NA,7,5,1,6,9
"10397",2006,1644,7,0,1,14,1701,29,5,1,6,9
"10398",2006,19,0,0,1,1,NA,7,5,2,6,9
"10399",2006,7,0,0,1,1,NA,7,5,2,6,9
"10400",2006,26,0,0,1,1,1987,7,5,2,45,9
"10401",2006,5,0,0,1,NA,NA,7,5,2,6,9
"10402",2006,11,0,0,1,1,756,7,5,2,6,9
"10403",2006,18,0,0,1,1,1988,7,5,2,6,9
"10404",2006,22,6,0,1,1,878,3,5,2,6,11
"10405",2006,50,0,0,1,14,151,7,5,2,6,9
"10406",2006,7,0,0,1,1,1989,3,5,2,6,31
"10407",2006,3,0,0,1,1,NA,7,5,2,6,9
"10408",2006,3,NA,NA,0,1,626,7,5,3,6,9
"10409",2006,5,NA,NA,1,1,109,7,5,3,6,9
"10410",2006,2,NA,NA,0,1,437,7,5,3,6,9
"10411",2006,3,NA,NA,0,1,1628,7,5,3,6,9
"10412",2006,2,NA,NA,0,1,1454,7,5,3,6,9
"10413",2006,3,NA,NA,1,1,74,7,5,3,6,9
"10414",2006,12,NA,NA,1,1,NA,7,5,3,6,9
"10415",2006,44,NA,NA,1,14,NA,7,5,3,6,9
"10416",2006,61,NA,NA,1,54,NA,19,5,3,6,9
"10417",2006,4,0,0,1,1,NA,7,5,3,6,9
"10418",2006,9,1,0,1,54,NA,7,5,3,6,9
"10419",2006,2,NA,NA,1,1,1990,7,5,3,6,9
"10420",2006,7,0,0,1,1,1991,7,5,3,6,9
"10421",2006,18,0,0,1,7,NA,7,5,32,6,9
"10422",2006,47,0,0,1,7,NA,19,5,32,6,9
"10423",2006,4,0,0,1,1,NA,7,5,32,6,9
"10424",2006,4,0,0,0,1,115,8,5,32,10,9
"10425",2006,2,NA,NA,1,NA,NA,7,5,32,6,9
"10426",2006,46,0,0,1,21,282,8,5,5,6,9
"10427",2006,17,0,0,1,1,NA,20,5,5,6,9
"10428",2006,24,0,0,1,1,142,20,5,44,6,9
"10429",2006,18,0,0,1,6,NA,7,5,6,6,9
"10430",2006,5,0,0,1,1,NA,7,5,6,6,9
"10431",2006,14,0,0,1,3,NA,7,5,6,6,9
"10432",2006,4,0,0,1,1,NA,7,5,6,6,9
"10433",2006,11,3,0,1,1,NA,3,5,6,6,2
"10434",2006,5,0,0,1,1,NA,7,5,6,6,9
"10435",2006,199,39,0,1,4,59,3,5,7,6,4
"10436",2006,31,0,0,1,54,283,20,5,7,6,9
"10437",2006,16,0,0,0,3,282,22,5,33,10,9
"10438",2006,37,0,0,1,1,NA,7,5,33,6,9
"10439",2006,3,1,0,1,1,NA,7,5,34,6,9
"10440",2006,14,NA,NA,1,20,NA,7,5,37,6,9
"10441",2006,14,1,0,1,NA,NA,37,5,37,6,9
"10442",2006,28,NA,NA,1,NA,NA,7,5,9,6,9
"10443",2006,31,0,0,1,54,NA,20,5,9,6,9
"10444",2006,19,0,0,1,1,NA,20,5,9,6,9
"10445",2006,36,0,0,1,14,1992,8,5,10,6,9
"10446",2006,23,NA,NA,1,3,972,19,5,10,6,9
"10447",2006,20,0,0,1,8,NA,7,5,10,6,9
"10448",2006,16,1,NA,1,1,NA,7,5,10,6,9
"10449",2006,23,NA,0,1,1,1993,7,5,11,6,9
"10450",2006,8,0,0,1,13,1883,7,5,11,6,9
"10451",2006,60,0,0,1,1,1982,7,5,11,6,9
"10452",2006,2,0,0,1,1,393,2,5,11,6,9
"10453",2006,4,NA,0,1,1,147,2,5,11,6,9
"10454",2006,4,0,0,1,1,393,2,5,11,6,9
"10455",2006,18,0,0,1,1,393,2,5,11,6,9
"10456",2006,19,4,0,0,3,NA,7,5,11,6,9
"10457",2006,10,0,0,1,5,138,7,5,11,6,9
"10458",2006,250,1,0,1,5,360,7,5,23,6,9
"10459",2006,177,2,0,1,79,1074,11,5,12,6,9
"10460",2006,14,0,0,1,1,NA,20,5,26,6,9
"10461",2006,14,NA,NA,1,NA,NA,20,5,26,6,9
"10462",2006,45,NA,0,1,1,151,7,5,26,6,9
"10463",2006,23,0,0,1,1,151,7,5,13,6,9
"10464",2006,19,1,0,0,1,1994,11,5,13,137,9
"10465",2006,80,0,0,1,1,245,11,5,13,18,9
"10466",2006,6,0,0,1,NA,1995,7,5,13,30,9
"10467",2006,9,0,0,1,1,NA,3,5,13,6,2
"10468",2006,3,2,0,1,9,1996,24,5,13,6,15
"10469",2006,22,1,0,1,1,1027,20,5,14,6,9
"10470",2006,4,0,0,1,4,564,7,5,15,6,9
"10471",2006,10,NA,NA,1,3,NA,7,5,15,6,9
"10472",2006,15,1,0,1,1,NA,7,5,15,6,9
"10473",2006,15,1,0,1,1,215,7,5,15,6,9
"10474",2006,18,0,0,1,54,1997,7,5,15,6,9
"10475",2006,2,0,0,1,1,1107,7,5,15,6,9
"10476",2006,6,0,0,1,1,NA,7,5,15,6,9
"10477",2006,14,0,0,1,1,173,7,5,15,6,9
"10478",2006,127,0,0,1,89,1998,7,5,15,6,9
"10479",2006,53,1,0,1,5,1999,45,5,15,6,9
"10480",2006,5,0,0,1,1,NA,7,5,15,6,9
"10481",2006,3,0,0,1,5,NA,7,5,15,6,9
"10482",2006,6,0,0,1,4,253,19,5,42,6,9
"10483",2006,11,0,0,1,1,NA,20,5,16,6,9
"10484",2006,4,2,0,1,1,NA,24,5,16,6,15
"10485",2006,5,0,0,1,1,NA,7,5,16,6,9
"10486",2006,23,0,0,1,19,NA,20,5,16,6,9
"10487",2006,9,0,0,1,1,1641,3,5,16,6,2
"10488",2006,37,0,0,1,1,NA,20,5,16,6,9
"10489",2006,12,2,0,1,10,NA,20,5,17,6,9
"10490",2006,9,1,0,1,5,17,7,5,17,6,9
"10491",2006,15,0,0,0,5,NA,19,5,50,6,9
"10492",2006,15,1,0,1,84,NA,19,5,30,6,9
"10493",2006,5,1,0,1,1,NA,3,5,30,6,115
"10494",2006,15,0,0,1,54,NA,7,5,18,6,9
"10495",2006,3,0,0,1,1,NA,7,5,18,6,9
"10496",2006,5,1,0,1,1,NA,7,5,18,6,9
"10497",2006,9,0,0,1,NA,382,29,5,19,6,9
"10498",2006,10,NA,NA,1,1,10,29,5,20,20,9
